Prioridade;Segmento;Produto;Preço;Link;Shopee;Segmento_Original
955;Cafeteira nespresso;Breville Express Espresso Machine;US$400;https://www.facebook.com/marketplace/item/1181521113745434/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Breville%20Express%20Espresso%20Machine;Cafeteira nespresso
955;Air fryer;Toaster Oven Air Fryer Combo;US$50;https://www.facebook.com/marketplace/item/2160968824311440/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Toaster%20Oven%20Air%20Fryer%20Combo;Air fryer
955;Whey protein;Legion whey French vanilla;US$25;https://www.facebook.com/marketplace/item/1543696486748144/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Legion%20whey%20French%20vanilla;Whey protein
955;Creatina;Crema de proteína para reparar los cabellos darles más suavidad brillo, elimina el frizz. (Nueva);US$18;https://www.facebook.com/marketplace/item/906000131825483/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Crema%20de%20proteína%20para%20reparar%20los%20cabellos%20darles%20más%20suavidad%20brillo,%20elimina%20el%20frizz.%20(Nueva);Creatina
955;Smartwatch amoled;Smart watch;US$20;https://www.facebook.com/marketplace/item/1128627539219090/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Smart%20watch;Smartwatch amoled
955;Playstation 5;PlayStation 5 825 GB White Digital Edition Like New T5PO-8L;US$101;https://www.facebook.com/marketplace/item/4325339944351060/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20825%20GB%20White%20Digital%20Edition%20Like%20New%20T5PO-8L;Playstation 5
954;Playstation 5;Sony PlayStation 5 Console in White NVW3-VR;US$103;https://www.facebook.com/marketplace/item/925799970112923/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Sony%20PlayStation%205%20Console%20in%20White%20NVW3-VR;Playstation 5
954;Whey protein;NEW Ancient Nutrition Whey Protein;US$40;https://www.facebook.com/marketplace/item/1683853579662293/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=NEW%20Ancient%20Nutrition%20Whey%20Protein;Whey protein
954;Creatina;Bloom en polvo strawberries & cream;US$15;https://www.facebook.com/marketplace/item/1549410452742106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Bloom%20en%20polvo%20strawberries%20&%20cream;Creatina
954;Monitor 4k;4k 165 hz 32 inch gaming monitor Asus ROG;"US$325
US$600";https://www.facebook.com/marketplace/item/1093158149131591/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=4k%20165%20hz%2032%20inch%20gaming%20monitor%20Asus%20ROG;Monitor 4k
954;Cafeteira nespresso;Nespresso with Latte Maker! Nespresso Lattisima One;US$75;https://www.facebook.com/marketplace/item/685914137937320/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nespresso%20with%20Latte%20Maker!%20Nespresso%20Lattisima%20One;Cafeteira nespresso
954;Smartwatch amoled;San Pablo, CA;US$40;https://www.facebook.com/marketplace/item/850302061257942/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=San%20Pablo,%20CA;Smartwatch amoled
954;Air fryer;Philips air fryer xxl;"US$40
US$80";https://www.facebook.com/marketplace/item/1399468635118697/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Philips%20air%20fryer%20xxl;Air fryer
954;Perfume árabe;Fragancias nuevas;Gratuito;https://www.facebook.com/marketplace/item/1437699138007156/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Fragancias%20nuevas;Perfume árabe
953;Monitor 4k;LG Monitor 27” 4K UHD UltraFine IPS;US$200;https://www.facebook.com/marketplace/item/816431081329463/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=LG%20Monitor%2027”%204K%20UHD%20UltraFine%20IPS;Monitor 4k
953;Creatina;Suplementos 100% Naturales;US$1;https://www.facebook.com/marketplace/item/911696638084196/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Suplementos%20100%%20Naturales;Creatina
953;Smartwatch amoled;Citrus Heights, CA;US$35;https://www.facebook.com/marketplace/item/1240787717895267/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Citrus%20Heights,%20CA;Smartwatch amoled
953;Playstation 5;PlayStation 5 Digital Edition White S3PB-2X;US$102;https://www.facebook.com/marketplace/item/25641966522136422/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Digital%20Edition%20White%20S3PB-2X;Playstation 5
953;Cafeteira nespresso;Nesspresso Vertuo Pod Holder;"US$20
US$25";https://www.facebook.com/marketplace/item/1559472335323740/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nesspresso%20Vertuo%20Pod%20Holder;Cafeteira nespresso
953;Air fryer;Instant pot vortex plus 10qt air fryer;"US$25
US$50";https://www.facebook.com/marketplace/item/2022324411667684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Instant%20pot%20vortex%20plus%2010qt%20air%20fryer;Air fryer
953;Whey protein;Max Work Whey protein powder;US$30;https://www.facebook.com/marketplace/item/1369445334486187/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Max%20Work%20Whey%20protein%20powder;Whey protein
953;Perfume árabe;Perfume Artistry Amway | Fragancia Elegante;US$1;https://www.facebook.com/marketplace/item/1643126800003109/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Perfume%20Artistry%20Amway%20|%20Fragancia%20Elegante;Perfume árabe
952;Perfume árabe;Turlock, CA;US$1.234;https://www.facebook.com/marketplace/item/1141055277528233/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Turlock,%20CA;Perfume árabe
952;Cafeteira nespresso;Nespresso Vertuo Plus Deluxe Coffee Maker and Aeroccino 3 Milk Frother;US$75;https://www.facebook.com/marketplace/item/892159100191839/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nespresso%20Vertuo%20Plus%20Deluxe%20Coffee%20Maker%20and%20Aeroccino%203%20Milk%20Frother;Cafeteira nespresso
952;Air fryer;San Jose, CA;US$30;https://www.facebook.com/marketplace/item/1222492406525630/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=San%20Jose,%20CA;Air fryer
952;Whey protein;Transparent Labs Grass-Fed Whey Protein Isolate - Naturally Flavored, Gluten Free Whey Protein Powde;US$40;https://www.facebook.com/marketplace/item/1948350446019694/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Transparent%20Labs%20Grass-Fed%20Whey%20Protein%20Isolate%20-%20Naturally%20Flavored,%20Gluten%20Free%20Whey%20Protein%20Powde;Whey protein
952;Playstation 5;PlayStation 5 + 2 controllers + Headset + Game(s);US$200;https://www.facebook.com/marketplace/item/1504988374133790/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20+%202%20controllers%20+%20Headset%20+%20Game(s);Playstation 5
952;Smartwatch amoled;Smart watch;"US$60
US$100";https://www.facebook.com/marketplace/item/1245322717457507/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Smart%20watch;Smartwatch amoled
952;Creatina;Premier Protein 35 serv Vanilla;"US$50
US$55";https://www.facebook.com/marketplace/item/2198553807234251/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=Premier%20Protein%2035%20serv%20Vanilla;Creatina
952;Monitor 4k;Dell 43in 4K Monitor U4320Q;"US$450
US$500";https://www.facebook.com/marketplace/item/1273788598274330/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=Dell%2043in%204K%20Monitor%20U4320Q;Monitor 4k
951;Air fryer;Air Fryer - New in Box;US$30;https://www.facebook.com/marketplace/item/1222237213124369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Air%20Fryer%20-%20New%20in%20Box;Air fryer
951;Perfume árabe;Delina Exclusif Parfum brand new;US$350;https://www.facebook.com/marketplace/item/4264491017202947/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Delina%20Exclusif%20Parfum%20brand%20new;Perfume árabe
951;Cafeteira nespresso;NEW Nespresso Vertuo Pop+ Coffee and Espresso Machine in Pacific Blue;US$85;https://www.facebook.com/marketplace/item/2726249217722752/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=NEW%20Nespresso%20Vertuo%20Pop+%20Coffee%20and%20Espresso%20Machine%20in%20Pacific%20Blue;Cafeteira nespresso
951;Smartwatch amoled;With it smartwatch;US$30;https://www.facebook.com/marketplace/item/1409464437632231/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=With%20it%20smartwatch;Smartwatch amoled
951;Monitor 4k;ROG Shift 360hz, high performance monitor;"US$400
US$425";https://www.facebook.com/marketplace/item/1377872956923444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A764b163f-6bf6-4f8c-ad9f-5e45651790df&__tn__=!%3AD;https://shopee.com.br/search?keyword=ROG%20Shift%20360hz,%20high%20performance%20monitor;Monitor 4k
951;Creatina;San Francisco, CA;Gratuito;https://www.facebook.com/marketplace/item/882651367638108/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=San%20Francisco,%20CA;Creatina
951;Whey protein;Legion whey protein;US$35;https://www.facebook.com/marketplace/item/1245637030584166/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Legion%20whey%20protein;Whey protein
951;Playstation 5;PlayStation 5 PS5 W91N-13;US$103;https://www.facebook.com/marketplace/item/1446858500780762/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20PS5%20W91N-13;Playstation 5
950;Playstation 5;Sony Playstation 5;US$210;https://www.facebook.com/marketplace/item/826149953805024/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Sony%20Playstation%205;Playstation 5
950;Whey protein;Astroflav ISO mix whey protein;US$25;https://www.facebook.com/marketplace/item/1164775239104105/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Astroflav%20ISO%20mix%20whey%20protein;Whey protein
950;Creatina;CREATINE POWER MICRONIZED;US$11;https://www.facebook.com/marketplace/item/1287584416524521/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=CREATINE%20POWER%20MICRONIZED;Creatina
950;Perfume árabe;Colognes & Perfumes (Men and Woman);US$60;https://www.facebook.com/marketplace/item/845564418455349/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Colognes%20&%20Perfumes%20(Men%20and%20Woman);Perfume árabe
950;Air fryer;Ninja Air Fryer;"US$60
US$65";https://www.facebook.com/marketplace/item/1550338502886476/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Ninja%20Air%20Fryer;Air fryer
950;Smartwatch amoled;Android smart watch;US$30;https://www.facebook.com/marketplace/item/761792103115783/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Android%20smart%20watch;Smartwatch amoled
950;Cafeteira nespresso;Breville barista touch impress brand new;US$1.100;https://www.facebook.com/marketplace/item/1988077552137971/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Breville%20barista%20touch%20impress%20brand%20new;Cafeteira nespresso
949;Perfume árabe;YSL Y Eau de Parfum 100ml;"US$65
US$115";https://www.facebook.com/marketplace/item/1403318044003858/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=YSL%20Y%20Eau%20de%20Parfum%20100ml;Perfume árabe
949;Air fryer;Santa Rosa, CA;US$10;https://www.facebook.com/marketplace/item/1826507661402539/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=Santa%20Rosa,%20CA;Air fryer
949;Cafeteira nespresso;De’Longhi Magnifica XS – Fully Automatic Espresso & Cappuccino Machine;US$250;https://www.facebook.com/marketplace/item/1375496870569591/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=De’Longhi%20Magnifica%20XS%20–%20Fully%20Automatic%20Espresso%20&%20Cappuccino%20Machine;Cafeteira nespresso
949;Smartwatch amoled;ITECH fusion 3 smart watch;US$25;https://www.facebook.com/marketplace/item/907908461621075/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=ITECH%20fusion%203%20smart%20watch;Smartwatch amoled
949;Creatina;CREATINE HCL ELECTROLYTES;US$20;https://www.facebook.com/marketplace/item/717822961172684/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=CREATINE%20HCL%20ELECTROLYTES;Creatina
949;Whey protein;Quest Hot & Spicy Low Carb Protein Chips (20 1.1 oz bags);US$30;https://www.facebook.com/marketplace/item/1325123372988538/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Quest%20Hot%20&%20Spicy%20Low%20Carb%20Protein%20Chips%20(20%201.1%20oz%20bags);Whey protein
949;Playstation 5;PlayStation 5 Digital Edition 30th anniversary edition SH27-H6;US$103;https://www.facebook.com/marketplace/item/904938875277357/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Digital%20Edition%2030th%20anniversary%20edition%20SH27-H6;Playstation 5
948;Playstation 5;PlayStation 5 console;US$150;https://www.facebook.com/marketplace/item/1195759652665971/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20console;Playstation 5
948;Creatina;CREATINE CITRULLINE;US$20;https://www.facebook.com/marketplace/item/3696705027129801/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=CREATINE%20CITRULLINE;Creatina
948;Cafeteira nespresso;Espresso/nespresso coffee pods brand new;US$35;https://www.facebook.com/marketplace/item/3177191405915680/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Espresso/nespresso%20coffee%20pods%20brand%20new;Cafeteira nespresso
948;Perfume árabe;Concord, CA;US$50;https://www.facebook.com/marketplace/item/875221065286858/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Concord,%20CA;Perfume árabe
948;Air fryer;NEXTGRADE Gourmia 7 qt Digital Air Fryer;US$40;https://www.facebook.com/marketplace/item/1887728148525821/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab9845548-c428-4280-9e68-1b7a7c0bb2e3&__tn__=!%3AD;https://shopee.com.br/search?keyword=NEXTGRADE%20Gourmia%207%20qt%20Digital%20Air%20Fryer;Air fryer
948;Smartwatch amoled;Smart Watch (Chalvh brand);US$20;https://www.facebook.com/marketplace/item/895460643017926/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A40957e6c-c122-49a9-8c1b-751ef7b5e50f&__tn__=!%3AD;https://shopee.com.br/search?keyword=Smart%20Watch%20(Chalvh%20brand);Smartwatch amoled
948;Whey protein;Protein powder;US$40;https://www.facebook.com/marketplace/item/2653956138323709/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A4e944566-3941-48c0-b254-9cdac29dc612&__tn__=!%3AD;https://shopee.com.br/search?keyword=Protein%20powder;Whey protein
947;Creatina;CREATINE POWER;US$25;https://www.facebook.com/marketplace/item/2251138698745791/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A8317c2e1-50e0-4cf2-8a07-f9a9e5dec437&__tn__=!%3AD;https://shopee.com.br/search?keyword=CREATINE%20POWER;Creatina
947;Perfume árabe;Rabanne 1 million Parfum 100ml;US$60;https://www.facebook.com/marketplace/item/1087334070189710/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Rabanne%201%20million%20Parfum%20100ml;Perfume árabe
947;Cafeteira nespresso;Nespresso Vertuo Pop+ Coffee Maker & Espresso Machiene;US$60;https://www.facebook.com/marketplace/item/2411950615910821/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A1766764e-d307-4529-b349-813521246ef5&__tn__=!%3AD;https://shopee.com.br/search?keyword=Nespresso%20Vertuo%20Pop+%20Coffee%20Maker%20&%20Espresso%20Machiene;Cafeteira nespresso
947;Playstation 5;PlayStation 5 Digital Edition WK9Q-Q7;US$103;https://www.facebook.com/marketplace/item/1610909566759564/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20Digital%20Edition%20WK9Q-Q7;Playstation 5
946;Perfume árabe;Emporio Armani stronger with you intensely 100ml;US$70;https://www.facebook.com/marketplace/item/1574546670260352/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=Emporio%20Armani%20stronger%20with%20you%20intensely%20100ml;Perfume árabe
946;Playstation 5;PlayStation 5 digital;US$275;https://www.facebook.com/marketplace/item/682451478272068/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A507e14ac-c778-42d7-9483-34ef581f173f&__tn__=!%3AD;https://shopee.com.br/search?keyword=PlayStation%205%20digital;Playstation 5
945;Perfume árabe;chanel No 5 new perfume 100ml;US$100;https://www.facebook.com/marketplace/item/1851591802897704/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A172ec94d-57e8-4a33-b80a-8826a0698cdc&__tn__=!%3AD;https://shopee.com.br/search?keyword=chanel%20No%205%20new%20perfume%20100ml;Perfume árabe
